"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.381924875E0,-7.274871826E-1,9.760752411E0,1.439107361E0
2.391984875E0,-6.941065979E-1,9.764195251E0,1.416654053E0
2.402034875E0,-6.562353516E-1,9.778415680E0,1.402283936E0
2.412092875E0,-6.491999817E-1,9.799521790E0,1.416654053E0
2.422135875E0,-6.503974915E-1,9.789492645E0,1.331930237E0
2.432216875E0,-6.378236389E-1,9.827214203E0,1.313069458E0
2.442268875E0,-6.409671021E-1,9.892628174E0,1.286724243E0
2.452316875E0,-6.503974915E-1,9.894125061E0,1.350341949E0
2.462384875E0,-6.831793213E-1,9.841434631E0,1.403930511E0
2.472440875E0,-7.083270264E-1,9.774823151E0,1.419348450E0
2.482487875E0,-7.415579224E-1,9.781409454E0,1.485810242E0
2.492552875E0,-6.960525513E-1,9.719887390E0,1.484912109E0
2.502609875E0,-7.244934082E-1,9.771829376E0,1.440005493E0
2.512656875E0,-7.791297913E-1,9.831854553E0,1.438957672E0
2.522714875E0,-7.352709961E-1,9.883646851E0,1.478176117E0
2.532792875E0,-6.764433289E-1,9.876162415E0,1.514849854E0
2.542832875E0,-6.662644958E-1,9.874815216E0,1.494791565E0
2.552897875E0,-6.339317322E-1,9.841734009E0,1.472038879E0
2.562941875E0,-6.515950012E-1,9.814490662E0,1.435814209E0
2.573024875E0,-6.617738342E-1,9.732760620E0,1.481469269E0
2.583071875E0,-6.839277649E-1,9.733808441E0,1.456022186E0
2.593126875E0,-6.647676086E-1,9.752220154E0,1.439855804E0
2.603194875E0,-6.547384644E-1,9.790690155E0,1.403780823E0
2.613227875E0,-6.586303711E-1,9.830956421E0,1.354533234E0
2.623297875E0,-6.469546509E-1,9.855804749E0,1.315614166E0
2.633361875E0,-6.505471802E-1,9.850865021E0,1.263372803E0
2.643417875E0,-6.441105652E-1,9.839788055E0,1.233285370E0
2.653476875E0,-6.373745728E-1,9.811347198E0,1.234333191E0
2.663535875E0,-6.248007202E-1,9.783056030E0,1.279539185E0
2.673592875E0,-6.318360901E-1,9.762099609E0,1.310075684E0
2.683643875E0,-6.364764404E-1,9.762698364E0,1.265318756E0
2.693711875E0,-6.533912659E-1,9.780062256E0,1.256487122E0
2.703764875E0,-6.285429382E-1,9.764195251E0,1.206491089E0
2.713816875E0,-6.358776855E-1,9.774673462E0,1.184486847E0
2.723893875E0,-6.584806824E-1,9.813442841E0,1.173858948E0
2.733920875E0,-6.899153137E-1,9.752818909E0,1.213825836E0
2.743997875E0,-7.152127075E-1,9.709259491E0,1.312021637E0
2.754050875E0,-7.261399841E-1,9.720486145E0,1.352886658E0
2.764118875E0,-7.195536804E-1,9.789342957E0,1.326242065E0
2.774173875E0,-6.744973755E-1,9.850116577E0,1.285377045E0
2.784226875E0,-6.261479187E-1,9.775721283E0,1.282383270E0
2.794294875E0,-6.261479187E-1,9.782457275E0,1.319506073E0
2.804346875E0,-6.245013428E-1,9.775421906E0,1.355581055E0
2.814408875E0,-6.140231323E-1,9.756710815E0,1.314566345E0
2.824468875E0,-6.171665955E-1,9.756411438E0,1.243464203E0
2.834519875E0,-6.206094360E-1,9.790241089E0,1.226699066E0
2.844559875E0,-6.313870239E-1,9.822573853E0,1.234482880E0
2.854630875E0,-6.295907593E-1,9.821675720E0,1.263672180E0
2.864701875E0,-6.496490479E-1,9.830806732E0,1.253044281E0
2.874741875E0,-6.601272583E-1,9.868378601E0,1.255738678E0
2.884812875E0,-6.860234070E-1,9.834249573E0,1.289718018E0
2.894852875E0,-6.906637573E-1,9.732461243E0,1.260379028E0
2.904923875E0,-6.872209167E-1,9.759255524E0,1.293909302E0
2.914976875E0,-6.864724731E-1,9.803264008E0,1.304537201E0
2.925034875E0,-6.730004883E-1,9.826914825E0,1.204694824E0
2.935097875E0,-6.468049622E-1,9.859546967E0,1.145268402E0
2.945167875E0,-6.294410706E-1,9.835447083E0,1.163530426E0
2.955196875E0,-6.171665955E-1,9.871372375E0,1.185834045E0
2.965256875E0,-5.978567505E-1,9.842033386E0,1.184636536E0
2.975336875E0,-6.017486572E-1,9.777517548E0,1.181493073E0
2.985396875E0,-6.002517700E-1,9.716294861E0,1.120120697E0
2.995458875E0,-6.146218872E-1,9.693841553E0,1.134490814E0
3.005516875E0,-6.168672180E-1,9.738448792E0,1.171014862E0
3.015546875E0,-6.162684631E-1,9.804461517E0,1.241967316E0
3.025634875E0,-6.253994751E-1,9.824370117E0,1.256038055E0
3.035679875E0,-6.107299805E-1,9.847122803E0,1.216969299E0
3.045738875E0,-5.998027039E-1,9.914931793E0,1.207838287E0
3.055810875E0,-5.947132874E-1,9.935139771E0,1.184786224E0
3.065851875E0,-6.180647278E-1,9.914632416E0,1.182989960E0
3.075906875E0,-6.297404480E-1,9.873168640E0,1.183738403E0
3.085980875E0,-6.503974915E-1,9.793683929E0,1.191372528E0
3.096022875E0,-6.533912659E-1,9.735904083E0,1.195563812E0
3.106100875E0,-6.384223938E-1,9.707313538E0,1.193617859E0
3.116160875E0,-6.222560120E-1,9.734706573E0,1.197809143E0
3.126202875E0,-6.074368286E-1,9.817933502E0,1.152453461E0
3.136274875E0,-5.974076843E-1,9.818532257E0,1.116827545E0
3.146306875E0,-5.551954651E-1,9.819131012E0,1.129551086E0
3.156379875E0,-5.448669434E-1,9.814640350E0,1.159189453E0
3.166455875E0,-5.673202515E-1,9.850415955E0,1.220561829E0
3.176483875E0,-5.769003296E-1,9.815538483E0,1.241218872E0
3.186571875E0,-5.933660889E-1,9.741442566E0,1.285377045E0
3.196631875E0,-5.962101746E-1,9.746232605E0,1.269360352E0
3.206658875E0,-6.138734436E-1,9.770781555E0,1.230141907E0
3.216721875E0,-6.150709534E-1,9.804611206E0,1.168619843E0
3.226805875E0,-6.110293579E-1,9.830657043E0,1.098415833E0
