"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.181920875E0,-1.648440276E-1,1.115673140E-1,4.175335899E-2
2.191930875E0,-1.645134406E-1,1.111032918E-1,4.503363327E-2
2.201906875E0,-1.866217082E-1,1.200416745E-1,5.703599813E-2
2.211919875E0,-5.262737569E-2,3.976442402E-2,2.414463351E-2
2.221929875E0,-5.296821811E-2,3.923751223E-2,2.753169027E-2
2.231933875E0,-1.632903036E-2,8.123333881E-2,1.177956197E-2
2.241948875E0,5.094690875E-2,9.749461913E-2,-1.749091437E-2
2.251958875E0,4.741693096E-2,9.596998505E-2,-8.821626304E-3
2.261958875E0,4.884289327E-2,1.152922828E-1,1.503534189E-2
2.271970875E0,5.583912791E-2,1.412427466E-1,-7.865209459E-2
2.281980875E0,5.515883634E-2,1.405310948E-1,-7.403026348E-2
2.292014875E0,5.141202735E-2,2.050513828E-1,-9.442275697E-2
2.302004875E0,9.556230165E-3,1.534692928E-1,2.569061905E-2
2.312014875E0,9.378133341E-3,1.528886917E-1,2.968823705E-2
2.322041875E0,-1.744616718E-2,8.553244930E-2,4.952022925E-2
2.332049875E0,-8.398809229E-3,2.977085638E-2,1.193082601E-1
2.342059875E0,-1.183239704E-2,2.842827628E-2,1.271333970E-1
2.352056875E0,-4.253340040E-2,7.960624142E-2,8.655020286E-2
2.362076875E0,-5.443246598E-2,1.912001877E-1,1.257572730E-1
2.372086875E0,-5.625720839E-2,1.908289078E-1,1.275019725E-1
2.382063875E0,7.093447028E-4,1.833827710E-1,1.629670531E-1
2.392095875E0,4.132872779E-2,1.488280928E-1,1.201149749E-1
2.402105875E0,4.126630877E-2,1.484151423E-1,1.230478103E-1
2.412088875E0,1.213399917E-2,3.949554346E-2,1.314469062E-1
2.422127875E0,-1.062972642E-2,4.027889677E-2,1.075954192E-1
2.432137875E0,-1.183012440E-2,3.957952410E-2,1.120316835E-1
2.442145875E0,1.535488652E-2,9.613383500E-2,6.115180755E-2
2.452153875E0,9.794973579E-3,1.355869724E-1,1.695376653E-2
2.462163875E0,8.148946398E-3,1.347413828E-1,2.227227968E-2
2.472171875E0,1.240680033E-2,1.532995591E-1,-6.094444610E-2
2.482152875E0,1.490398397E-2,1.409703577E-1,-8.380804145E-2
2.492162875E0,1.170985334E-2,1.402883348E-1,-8.037546091E-2
2.502172875E0,1.578881045E-2,1.111130859E-1,-7.522235543E-2
2.512182875E0,2.008982471E-2,6.155568113E-2,2.199519960E-3
2.522192875E0,2.058425933E-2,6.143151459E-2,3.367529695E-3
2.532193875E0,-6.050554861E-4,7.886560933E-2,-4.610788555E-2
2.542211875E0,2.385061449E-2,6.241058974E-2,-9.191447505E-2
2.552221875E0,2.292386964E-2,6.207742179E-2,-8.988872546E-2
2.562219875E0,1.392124631E-2,7.213095079E-2,-1.095495313E-1
2.572241875E0,-4.217451383E-2,4.953954790E-2,-7.570954727E-2
2.582251875E0,-4.460594599E-2,4.942645452E-2,-7.607753813E-2
2.592244875E0,-8.011853973E-2,1.746738960E-2,6.053093375E-2
2.602269875E0,-7.489753347E-2,8.633795807E-2,3.310151721E-2
2.612279875E0,-7.769876090E-2,8.618551020E-2,3.285199185E-2
2.622272875E0,1.392282689E-2,7.236681285E-2,-1.041273305E-2
2.632291875E0,1.242044079E-2,7.915363038E-2,2.558614804E-2
2.642301875E0,1.138777454E-2,7.913233372E-2,2.523663301E-2
2.652308875E0,9.500137437E-3,7.863235110E-2,2.805980577E-2
2.662330875E0,1.558912575E-2,5.175411687E-2,-4.313847302E-2
2.672340875E0,1.417054327E-2,5.108393460E-2,-3.877270427E-2
2.682326875E0,1.034822410E-2,8.439125553E-2,-5.176540474E-2
2.692357875E0,2.433716507E-3,1.154993290E-1,-1.178259521E-2
2.702367875E0,4.686323504E-3,1.154609658E-1,-1.037163923E-2
2.712379875E0,-1.284541802E-2,1.245486170E-1,-1.940787263E-2
2.722387875E0,-2.087851360E-2,1.619603087E-1,-1.426325133E-2
2.732397875E0,-4.459417847E-2,1.275946600E-1,2.262727876E-2
2.742375875E0,-4.326004942E-2,5.242841961E-2,2.942443626E-2
2.752391875E0,-4.282970348E-2,9.609107723E-2,4.254762558E-2
2.762401875E0,-4.600090892E-2,9.514323444E-2,4.823815869E-2
2.772401875E0,-1.046403324E-2,1.497968394E-1,-1.004935281E-1
2.782415875E0,-1.535901954E-2,1.489365038E-1,-9.627117148E-2
2.792425875E0,-2.116185859E-3,1.239161310E-1,-7.288784088E-2
2.802429875E0,2.567062888E-2,1.295312396E-1,-4.606066929E-2
2.812464875E0,2.407366521E-2,1.290597713E-1,-4.314446641E-2
2.822474875E0,1.875607596E-2,6.388480985E-2,-4.178650539E-2
2.832453875E0,4.420695175E-3,-2.068062190E-2,-8.245011698E-2
2.842469875E0,3.052276263E-3,-2.079099266E-2,-8.226435824E-2
2.852479875E0,-1.954348606E-3,2.362301847E-2,-4.559615368E-2
2.862479875E0,-1.480075092E-2,1.094220072E-1,3.823167465E-2
2.872503875E0,-2.006488040E-2,1.089717350E-1,3.919610663E-2
2.882513875E0,-9.693564358E-3,1.312366440E-1,1.892611802E-3
2.892506875E0,3.793945319E-3,2.186656742E-1,-2.683260311E-2
2.902544875E0,-1.827539715E-2,1.977258814E-1,-2.451993567E-2
2.912554875E0,-1.512118633E-2,1.975076889E-1,-2.118871296E-2
2.922532875E0,-4.272408815E-2,7.627968277E-2,-8.163956155E-3
2.932540875E0,-4.050919484E-2,7.595677029E-2,-4.418064499E-3
2.942550875E0,-4.255730089E-2,1.783012254E-2,3.078860538E-3
2.952589875E0,-1.218925650E-2,1.634468537E-2,7.279531098E-3
2.962566875E0,-1.497481522E-2,1.608577477E-2,7.969105688E-3
2.972576875E0,-3.775227377E-3,9.886655864E-2,-3.558289509E-2
2.982614875E0,2.839186652E-3,9.890251902E-2,-6.833125647E-2
2.992623875E0,4.182154301E-2,9.905994616E-2,-5.361803106E-2
3.002633875E0,4.097113858E-2,9.895823202E-2,-5.321117449E-2
3.012641875E0,2.804661299E-2,1.300491933E-1,3.899153631E-2
3.022648875E0,1.845390853E-2,9.498956230E-2,6.114176222E-2
3.032658875E0,1.912731249E-2,9.471463353E-2,6.374924581E-2
3.042667875E0,-1.062981711E-4,2.538090848E-2,9.215923584E-2
3.052644875E0,-1.835046192E-2,4.973538394E-2,5.425344525E-2
3.062654875E0,-1.955222576E-2,4.937719630E-2,5.660894583E-2
3.072684875E0,-1.714011112E-2,1.087746930E-1,-7.137006358E-2
3.082701875E0,2.226161051E-4,1.376707282E-1,-1.214952101E-1
3.092711875E0,1.427654946E-3,1.376733686E-1,-1.209024669E-1
3.102697875E0,-2.239638683E-2,8.666937643E-2,-5.645016194E-2
3.112726875E0,-1.461538504E-2,5.786856855E-2,-5.093475751E-2
3.122736875E0,-1.271806977E-2,5.770405166E-2,-4.856797820E-2
3.132726875E0,4.118965999E-3,-1.660915882E-2,-5.456724887E-2
3.142723875E0,4.018456017E-2,-5.496272164E-2,-3.138754071E-2
3.152733875E0,4.248456244E-2,-5.452519916E-2,-3.385895091E-2
3.162755875E0,7.250615931E-2,-1.047898429E-1,5.731982107E-2
3.172749875E0,1.020353864E-2,-3.655430262E-2,3.177674143E-2
3.182759875E0,6.261743271E-3,-3.701204825E-2,3.356188952E-2
3.192785875E0,3.243577745E-2,1.095063624E-1,-1.453277599E-2
3.202794875E0,2.416535914E-2,1.210343856E-1,-9.326742939E-2
3.212804875E0,2.498181546E-2,1.208494400E-1,-9.127717422E-2
3.222814875E0,-4.670286715E-2,2.260850052E-1,-1.163352068E-1
3.232824875E0,-1.311162736E-1,1.871482317E-1,-7.128658087E-2
3.242834875E0,-2.528678110E-1,9.746900101E-2,1.989496853E-2
3.252841875E0,-3.465683090E-1,6.346792165E-2,1.176403327E-1
3.262849875E0,-3.496668582E-1,2.905325684E-2,1.263880597E-1
3.272859875E0,-3.371182948E-1,1.202951605E-1,6.805174586E-2
3.282871875E0,-2.244557151E-1,1.709334824E-1,-5.063048302E-2
3.292876875E0,-1.370763588E-1,2.060514576E-1,-1.019363377E-1
3.302886875E0,-6.634368280E-2,2.422026541E-1,-1.185835891E-1
3.312902875E0,-6.203844987E-3,2.197223026E-1,-1.115541578E-1
3.322881875E0,1.946769924E-2,1.376281167E-1,-8.250522698E-2
3.332891875E0,1.776277792E-2,5.522578696E-2,-5.147387079E-2
3.342901875E0,1.848539670E-2,2.089796930E-2,-3.985160692E-2
3.352910875E0,3.060289690E-2,4.180016869E-2,-4.694390492E-2
3.362920875E0,3.225256317E-2,4.186603666E-2,-4.654919502E-2
3.372930875E0,4.116904399E-2,2.508410290E-2,-1.054332559E-1
3.382940875E0,3.365276804E-2,1.754918553E-2,-8.665665873E-2
3.392950875E0,-6.760827681E-3,1.264157061E-2,-4.955972993E-2
3.402959875E0,-3.487159502E-2,5.769733193E-2,-2.532641974E-2
3.412969875E0,-1.931949288E-2,9.049312656E-2,-1.195106711E-3
