"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.253273437E0,-2.016000003E-1,5.439999700E-2,-2.140000015E-1
2.263200000E0,-2.707000077E-1,4.759999737E-2,-4.123999774E-1
2.273126562E0,-1.287000030E-1,-2.239999920E-2,-4.616999924E-1
2.283053125E0,-1.189999934E-2,-8.439999819E-2,-3.526999950E-1
2.292979687E0,2.173999995E-1,-1.109999940E-1,8.370000124E-2
2.302906250E0,2.969999909E-1,-1.720999926E-1,3.048000038E-1
2.312831250E0,2.474000007E-1,-9.299999475E-2,2.518999875E-1
2.322757812E0,7.369999588E-2,2.989999950E-2,1.385999918E-1
2.332684375E0,-2.699999884E-2,5.419999734E-2,-1.238999963E-1
2.342610937E0,-1.155999973E-1,1.376999915E-1,-3.594000041E-1
2.352537500E0,-1.732999980E-1,2.145999968E-1,-5.220000148E-1
2.362464062E0,-4.699999839E-2,1.864999980E-1,-3.914999962E-1
2.372395312E0,6.699999794E-3,2.408999950E-1,-8.399999887E-2
2.382315625E0,7.789999992E-2,3.761999905E-1,7.270000130E-2
2.392242187E0,2.295999974E-1,3.062999845E-1,1.335999966E-1
2.402168750E0,3.129999936E-1,2.399999946E-1,5.005999804E-1
2.412095312E0,2.949999869E-1,3.495000005E-1,7.687999606E-1
2.422021875E0,2.644000053E-1,3.042999804E-1,8.829999566E-1
2.431948437E0,4.690000042E-2,4.335999787E-1,6.001999974E-1
2.441875000E0,-1.847999990E-1,4.638999999E-1,1.700000018E-1
2.451800000E0,-3.835999966E-1,5.026999712E-1,-1.948999912E-1
2.461726562E0,-4.629999995E-1,4.730999768E-1,-3.486999869E-1
2.471653125E0,-3.455999792E-1,4.329999983E-1,-3.052999973E-1
2.481579687E0,-3.834999800E-1,4.055999815E-1,-2.906000018E-1
2.491506250E0,-3.154999912E-1,3.613999784E-1,-4.711999893E-1
2.501432812E0,-1.850000024E-1,3.123999834E-1,-5.097000003E-1
2.511357812E0,-4.900000058E-3,2.979999781E-1,-1.651999950E-1
2.521284375E0,1.702999920E-1,3.168999851E-1,3.410999775E-1
2.531210937E0,2.281999886E-1,2.883000076E-1,6.746000051E-1
2.541137500E0,5.026999712E-1,2.806999981E-1,5.162999630E-1
2.551064062E0,5.744000077E-1,2.406999916E-1,1.960999966E-1
2.560990625E0,6.291999817E-1,1.825999916E-1,-7.639999688E-2
2.570917187E0,5.439999700E-1,2.303999960E-1,-1.084999964E-1
2.580842187E0,3.043999970E-1,2.255999893E-1,-7.419999689E-2
2.590768750E0,8.799999952E-2,2.874999940E-1,-1.709999889E-2
2.600695312E0,-1.019999981E-1,3.087999821E-1,5.570000038E-2
2.610621875E0,-2.590999901E-1,2.942999899E-1,-1.169999968E-2
2.620548437E0,-2.628999949E-1,3.555999994E-1,3.099999949E-2
2.630475000E0,-2.689999938E-1,4.177999794E-1,6.390000135E-2
2.640400000E0,-2.403999865E-1,5.490999818E-1,1.950000040E-2
2.650326562E0,-2.982999980E-1,4.945999980E-1,1.640000008E-2
2.660253125E0,-3.175999820E-1,5.105999708E-1,-6.859999895E-2
