"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.672584375E0,4.762258530E-1,9.640635490E0,9.809715152E-1
1.677546875E0,4.929757118E-1,9.647809982E0,1.119758487E0
1.682510937E0,4.977545440E-1,9.714808464E0,1.181969523E0
1.687473437E0,5.216869712E-1,9.688490868E0,1.311189294E0
1.692437500E0,5.097255707E-1,9.736346245E0,1.459543705E0
1.697401562E0,5.432252288E-1,9.666953087E0,1.469110847E0
1.702362500E0,5.288599730E-1,9.681308746E0,1.545677543E0
1.707326562E0,5.240811706E-1,9.724386215E0,1.598321199E0
1.712289062E0,5.121101737E-1,9.698058128E0,1.691647053E0
1.717253125E0,4.570818543E-1,9.702846527E0,1.665320516E0
1.722215625E0,4.594760537E-1,9.750701904E0,1.684464574E0
1.727179687E0,3.374387920E-1,9.753096581E0,1.595927000E0
1.732142187E0,2.249783427E-1,9.702846527E0,1.449966788E0
1.737106250E0,1.077295020E-1,9.702846527E0,1.344689012E0
1.742068750E0,9.634267539E-3,9.721991539E0,1.210690260E0
1.747032812E0,-3.583640978E-2,9.700452805E0,1.220257521E0
1.751995312E0,-1.219702139E-1,9.729164124E0,1.234613180E0
1.756957812E0,-1.195855886E-1,9.681308746E0,1.074297428E0
1.761921875E0,-1.052203774E-1,9.635848045E0,1.038403511E0
1.766884375E0,-4.779784381E-2,9.583204269E0,8.063001037E-1
1.771848437E0,7.902780920E-2,9.499455452E0,6.675130129E-1
1.776810937E0,1.986517012E-1,9.439639091E0,5.789849758E-1
1.781775000E0,3.182947338E-1,9.346312523E0,5.622351766E-1
1.786737500E0,4.546876252E-1,9.274534225E0,5.263413191E-1
1.791700000E0,5.719364882E-1,9.195572853E0,4.880532324E-1
1.796664062E0,7.226849794E-1,9.154891014E0,4.378037155E-1
1.801626562E0,7.896843553E-1,9.162073135E0,4.904474318E-1
1.806590625E0,9.117120504E-1,9.104641914E0,4.856590331E-1
1.811553125E0,9.380386472E-1,9.142930031E0,7.249451280E-1
1.816517187E0,8.782123327E-1,9.130958557E0,7.991175056E-1
1.821479687E0,7.609634995E-1,9.135746956E0,9.546543956E-1
