"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.032335937E0,5.911429971E-2,-2.110626698E-1,-2.613979578E-1
1.037300000E0,5.117305368E-2,-1.791580468E-1,-2.490235716E-1
1.042262500E0,5.117305368E-2,-1.791580468E-1,-2.490235716E-1
1.047226562E0,4.213224724E-2,-1.683719158E-1,-2.380454540E-1
1.052189062E0,4.213224724E-2,-1.683719158E-1,-2.380454540E-1
1.057153125E0,3.563962504E-2,-1.762607992E-1,-2.283239663E-1
1.062115625E0,3.563962504E-2,-1.762607992E-1,-2.283239663E-1
1.067079687E0,2.518510073E-2,-1.359262466E-1,-2.117433399E-1
1.072042187E0,2.518510073E-2,-1.359262466E-1,-2.117433399E-1
1.077004687E0,-5.654866807E-3,-1.398008689E-2,-1.860171854E-1
1.081968750E0,-5.654866807E-3,-1.398008689E-2,-1.860171854E-1
1.086931250E0,-5.480333790E-2,1.636071652E-1,-1.556833684E-1
1.091893750E0,-5.480333790E-2,1.636071652E-1,-1.556833684E-1
1.096857812E0,-1.074948311E-1,2.672622800E-1,-1.325054020E-1
1.101820312E0,-1.074948311E-1,2.672622800E-1,-1.325054020E-1
1.106784375E0,-1.500983089E-1,3.424161375E-1,-1.118756011E-1
1.111746875E0,-1.500983089E-1,3.424161375E-1,-1.118756011E-1
1.116710937E0,-1.738696992E-1,4.027870893E-1,-9.318313003E-2
1.121675000E0,-1.738696992E-1,4.027870893E-1,-9.318313003E-2
1.126637500E0,-1.826312542E-1,4.380776286E-1,-7.827802002E-2
1.131600000E0,-1.826312542E-1,4.380776286E-1,-7.827802002E-2
1.136562500E0,-1.811826229E-1,4.614301324E-1,-6.838200241E-2
1.141526562E0,-1.811826229E-1,4.614301324E-1,-6.838200241E-2
1.146489062E0,-1.685464382E-1,4.413937628E-1,-6.979571283E-2
1.151453125E0,-1.685464382E-1,4.413937628E-1,-6.979571283E-2
1.156415625E0,-1.481260955E-1,3.830997646E-1,-8.154178411E-2
1.161378125E0,-1.481260955E-1,3.830997646E-1,-8.154178411E-2
1.166342187E0,-1.255415380E-1,3.325550258E-1,-9.487609565E-2
1.171304687E0,-1.255415380E-1,3.325550258E-1,-9.487609565E-2
1.176268750E0,-1.053306237E-1,2.568950057E-1,-1.067094281E-1
1.181231250E0,-1.053306237E-1,2.568950057E-1,-1.067094281E-1
1.186193750E0,-9.166469425E-2,2.046224028E-1,-1.145459563E-1
1.191157812E0,-9.166469425E-2,2.046224028E-1,-1.145459563E-1
1.196120312E0,-7.747516781E-2,1.555437446E-1,-1.182809621E-1
1.201084375E0,-7.747516781E-2,1.555437446E-1,-1.182809621E-1
1.206046875E0,-5.740387738E-2,1.146157682E-1,-1.147204936E-1
1.211010937E0,-5.740387738E-2,1.146157682E-1,-1.147204936E-1
1.215973437E0,-3.602359444E-2,7.052875310E-2,-1.095892265E-1
1.220935937E0,-3.602359444E-2,7.052875310E-2,-1.095892265E-1
1.225900000E0,-1.877974346E-2,3.427826613E-2,-1.040216237E-1
1.230862500E0,-1.877974346E-2,3.427826613E-2,-1.040216237E-1
1.235826562E0,-8.063420653E-3,3.152064607E-2,-9.253735840E-2
1.240789062E0,-8.063420653E-3,3.152064607E-2,-9.253735840E-2
1.245753125E0,-5.096361507E-3,5.063199997E-2,-7.820820063E-2
1.250715625E0,-5.096361507E-3,5.063199997E-2,-7.820820063E-2
1.255678125E0,-1.136209350E-2,7.923794538E-2,-6.593853980E-2
1.260642187E0,-1.136209350E-2,7.923794538E-2,-6.593853980E-2
1.265604687E0,-2.247984149E-2,1.154709831E-1,-4.557054490E-2
