"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.971792458E0,1.214241330E-2,-1.180345472E-2,-1.081533730E-2
1.981796458E0,1.642084494E-2,-4.318233579E-3,-1.293138601E-2
1.991806458E0,1.639151387E-2,5.290571600E-3,-1.190856379E-2
2.001816458E0,4.620234948E-3,1.377051696E-2,-1.102721691E-2
2.011855458E0,8.890529163E-3,5.264523905E-3,-6.736003328E-3
2.021864458E0,1.529169269E-2,-1.495809853E-2,-1.210562419E-3
2.031874458E0,6.803666707E-3,-1.715201139E-2,-5.581342150E-3
2.041882458E0,1.480524312E-3,-1.825061813E-2,-6.710520945E-3
2.051861458E0,2.499224385E-3,-8.633282036E-3,-4.612561781E-3
2.061871458E0,6.777466275E-3,6.313719321E-3,-8.908344433E-3
2.071911458E0,1.631338522E-2,2.131531574E-2,-5.660021212E-3
2.081919458E0,1.521246135E-2,2.558603883E-2,-3.561685560E-3
2.091929458E0,4.478591029E-3,2.448162436E-2,1.648789155E-3
2.101907458E0,-1.993008656E-3,2.233651094E-2,7.985379547E-3
2.111929458E0,5.432978738E-3,1.812621020E-2,1.343998965E-2
2.121939458E0,6.459359545E-3,2.027724497E-2,1.664750092E-2
2.131966458E0,1.075423323E-2,2.135987021E-2,1.455740444E-2
2.141958458E0,9.819249623E-3,1.918382011E-2,3.873510985E-3
2.151968458E0,4.587108269E-3,8.463211358E-3,-2.551207552E-3
2.161993458E0,3.609508742E-3,-6.496322807E-3,-6.763298996E-3
2.171987458E0,9.030690417E-3,-1.928835921E-2,-1.090217009E-2
2.181997458E0,9.065311402E-3,-2.356432937E-2,-1.301725302E-2
2.191991458E0,-5.386052653E-4,-2.787847631E-2,-1.204645820E-2
2.202017458E0,-1.011426654E-2,-2.687276714E-2,-1.537699439E-2
2.212027458E0,-1.116461772E-2,-1.941964589E-2,-1.863244176E-2
2.222018458E0,2.683021128E-3,3.055302193E-3,-2.070411481E-2
2.232046458E0,-1.652977546E-3,1.158576272E-2,-1.653288864E-2
2.242056458E0,-1.343719941E-2,8.337771520E-3,-1.239353884E-2
2.252045458E0,-1.453279611E-2,8.776633767E-4,-8.102899417E-3
2.262066458E0,-1.028549857E-2,-1.597467344E-4,-5.908866413E-3
2.272076458E0,2.430563560E-3,-6.280723755E-5,2.799670445E-3
2.282073458E0,1.627544500E-2,1.281535346E-2,2.910826355E-3
2.292096458E0,1.628692634E-2,2.134090476E-2,-3.348935279E-4
2.302106458E0,1.736257784E-2,1.814511232E-2,-3.053324181E-4
2.312131458E0,1.099863928E-2,8.504666388E-3,-1.407346572E-3
2.322132458E0,-1.811024849E-3,4.173356108E-3,-4.829795507E-4
2.332142458E0,-1.255554706E-2,-2.259240719E-3,6.890514400E-3
2.342128458E0,-8.223521523E-3,-1.611641981E-2,4.878168926E-3
