"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.727609380E-1,5.001487136E-1,9.559281349E0,1.325544953E0
9.777234380E-1,4.666490853E-1,9.583204269E0,1.299218416E0
9.826859380E-1,5.408309698E-1,9.654992104E0,1.385361671E0
9.876484380E-1,5.456098914E-1,9.671741486E0,1.438005328E0
9.926125000E-1,6.197918057E-1,9.635848045E0,1.528927565E0
9.975765630E-1,6.891853213E-1,9.635848045E0,1.610292196E0
1.002540625E0,6.748297215E-1,9.647809982E0,1.581571341E0
1.007503125E0,6.580798626E-1,9.607136726E0,1.674897313E0
1.012465625E0,6.987525821E-1,9.614309311E0,1.689252973E0
1.017428125E0,6.461088061E-1,9.654992104E0,1.773002028E0
1.022392188E0,6.317532063E-1,9.657385826E0,1.825645924E0
1.027356250E0,6.197918057E-1,9.726778984E0,1.756252289E0
1.032318750E0,6.461088061E-1,9.705241203E0,1.787357807E0
1.037282813E0,6.102245450E-1,9.769846916E0,1.689252973E0
1.042243750E0,5.432252288E-1,9.753096581E0,1.646176457E0
1.047207813E0,5.456098914E-1,9.834450722E0,1.650964856E0
1.052170313E0,5.073313117E-1,9.800951958E0,1.622253656E0
1.057132813E0,4.738316536E-1,9.844018936E0,1.586359739E0
1.062096875E0,3.852941096E-1,9.863162994E0,1.555254221E0
1.067059375E0,3.685442507E-1,9.827268600E0,1.493043303E0
1.072023438E0,2.536896169E-1,9.913412094E0,1.445178509E0
1.076985938E0,7.663360238E-2,9.911018372E0,1.292045236E0
1.081950000E0,-1.147971824E-1,1.002348804E1,1.217863441E0
1.086914063E0,-2.822955251E-1,1.002109337E1,1.179575324E0
1.091875000E0,-4.521880746E-1,1.009048748E1,1.150864005E0
1.096839063E0,-5.502929091E-1,1.009766006E1,1.210690260E0
1.101801563E0,-6.364266872E-1,1.003784370E1,1.076691628E0
1.106765625E0,-6.914646029E-1,1.010723686E1,1.016865373E0
1.111728125E0,-7.345410585E-1,1.005938148E1,9.929425120E-1
1.116692188E0,-7.943577766E-1,1.001870060E1,9.546543956E-1
1.121654688E0,-7.776079774E-1,9.973237991E0,8.589437604E-1
1.126617188E0,-8.230690956E-1,9.951700211E0,8.637226820E-1
1.131581250E0,-8.230690956E-1,9.906239510E0,9.163663387E-1
1.136545313E0,-9.331449270E-1,9.951700211E0,9.450871348E-1
1.141507813E0,-9.810001850E-1,9.939739227E0,1.138902545E0
1.146470313E0,-1.033643961E0,9.949306488E0,1.315968156E0
1.151434375E0,-9.738176465E-1,1.001151752E1,1.440399647E0
1.156396875E0,-9.235681295E-1,9.906239510E0,1.457149386E0
1.161359375E0,-8.135018349E-1,9.891883850E0,1.548071623E0
1.166323438E0,-6.388209462E-1,9.867951393E0,1.581571341E0
1.171287500E0,-5.670427084E-1,9.788990021E0,1.710781574E0
1.176250000E0,-4.330440462E-1,9.786596298E0,1.696426034E0
1.181214063E0,-3.110068142E-1,9.798557281E0,1.665320516E0
1.186176563E0,-2.081135809E-1,9.743529320E0,1.710781574E0
1.191139063E0,-1.411142498E-1,9.702846527E0,1.701214314E0
1.196101563E0,9.634267539E-3,9.721991539E0,1.658147454E0
1.201065625E0,9.815269709E-2,9.683703423E0,1.643791914E0
1.206028125E0,1.101237014E-1,9.666953087E0,1.469110847E0
1.210992188E0,2.034401149E-1,9.626279831E0,1.430822849E0
1.215956250E0,1.938728839E-1,9.647809982E0,1.292045236E0
1.220918750E0,2.106227130E-1,9.585598946E0,1.225046039E0
1.225881250E0,1.460079998E-1,9.619097710E0,1.059941769E0
1.230843750E0,1.914786696E-1,9.559281349E0,9.642215967E-1
1.235807813E0,2.297571748E-1,9.590386391E0,9.235489368E-1
1.240770313E0,1.842960715E-1,9.580809593E0,8.565496206E-1
1.245732813E0,1.196909323E-1,9.623887062E0,9.570485950E-1
1.250696875E0,1.531905979E-1,9.635848045E0,9.881540537E-1
1.255660938E0,2.106227130E-1,9.683703423E0,1.016865373E0
1.260623438E0,2.273725420E-1,9.745914459E0,1.052759290E0
1.265585938E0,2.201899439E-1,9.717203140E0,1.009692311E0
1.270550000E0,2.919777036E-1,9.745914459E0,1.103008628E0
1.275512500E0,1.340465695E-1,9.779414177E0,1.335112214E0
1.280476563E0,5.988377333E-2,9.879913330E0,1.586359739E0
1.285439063E0,5.988377333E-2,9.918201447E0,1.641397715E0
1.290401563E0,-2.625960298E-2,9.882307053E0,1.775396347E0
1.295365625E0,-1.429817267E-2,9.949306488E0,1.696426034E0
1.300328125E0,-6.933607906E-2,9.877518654E0,1.516966224E0
1.305292188E0,-4.721365869E-3,9.934949875E0,1.323150754E0
1.310254688E0,-5.258624628E-2,9.911018372E0,1.083864689E0
