"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.828982813E0,1.879999973E-2,3.355000019E-1,1.243999973E-1
2.838909375E0,-2.107999921E-1,3.470999897E-1,-2.496999949E-1
2.848834375E0,-2.384999990E-1,3.765999973E-1,-5.676999688E-1
2.858760938E0,-3.109999895E-1,3.452000022E-1,-6.396999955E-1
2.868687500E0,-2.881999910E-1,3.871999979E-1,-3.377999961E-1
2.878614063E0,-1.900999993E-1,3.555999994E-1,-6.799999624E-3
2.888540625E0,-9.499999881E-2,4.079999924E-1,2.653999925E-1
2.898467188E0,-6.679999828E-2,3.947999775E-1,3.213999867E-1
2.908393750E0,2.950000018E-2,3.899999857E-1,2.946999967E-1
2.918318750E0,1.105999947E-1,3.947999775E-1,2.307999879E-1
2.928245313E0,1.019999981E-1,4.363999963E-1,1.807999909E-1
2.938171875E0,1.472999901E-1,4.668999910E-1,2.409999967E-1
2.948098438E0,1.030999944E-1,4.447000027E-1,1.421999931E-1
2.958025000E0,-2.489999868E-2,4.390999973E-1,8.529999852E-2
2.967950000E0,-3.429999948E-2,4.008999765E-1,1.030000020E-2
2.977876563E0,-5.379999802E-2,3.898999989E-1,-2.190000005E-2
2.987803125E0,-8.219999820E-2,3.384000063E-1,-1.902999878E-1
2.997729688E0,-6.359999627E-2,3.043999970E-1,-2.410999984E-1
3.007656250E0,4.279999807E-2,2.561999857E-1,-3.249000013E-1
3.017582813E0,1.999999862E-3,2.114999890E-1,-1.964000016E-1
3.027509375E0,2.229999937E-2,1.317999959E-1,-1.429999992E-2
3.037434375E0,-4.600000102E-3,1.699000001E-1,2.005999982E-1
3.047360938E0,-6.309999526E-2,1.344999969E-1,2.360000014E-1
3.057287500E0,2.909999900E-2,9.549999982E-2,1.920000017E-1
3.067214063E0,-2.369999886E-2,1.252999902E-1,1.037999988E-1
3.077140625E0,-6.939999759E-2,2.094999999E-1,-2.479999885E-2
3.087067188E0,-1.525000036E-1,1.886999905E-1,-9.799999744E-2
3.096992188E0,-2.775000036E-1,2.251999974E-1,-8.339999616E-2
3.106918750E0,-1.662999988E-1,2.624000013E-1,-7.699999958E-3
3.116845313E0,-1.201999933E-1,2.985000014E-1,-3.619999811E-2
3.126771875E0,-7.409999520E-2,3.281999826E-1,2.699999884E-2
3.136698438E0,-1.809999906E-2,3.396999836E-1,5.839999765E-2
3.146623438E0,-4.499999806E-3,4.194999933E-1,1.127999946E-1
3.156551563E0,4.299999774E-2,4.230999947E-1,2.163999975E-1
3.166478125E0,1.064999998E-1,3.555999994E-1,4.609999806E-2
3.176404688E0,2.745999992E-1,3.441999853E-1,3.700000048E-2
3.186329688E0,3.895999789E-1,3.093000054E-1,2.450999916E-1
3.196256250E0,2.549999952E-1,4.302999973E-1,4.472999871E-1
3.206182813E0,1.178999990E-1,4.752999842E-1,4.664999843E-1
3.216109375E0,-8.129999787E-2,4.866999984E-1,3.096999824E-1
3.226034375E0,-7.849999517E-2,4.427999854E-1,-9.999999747E-5
3.235960938E0,-1.516999900E-1,5.083000064E-1,-2.378999889E-1
3.245887500E0,-6.749999523E-2,4.075999856E-1,-4.323000014E-1
3.255814063E0,-5.139999837E-2,3.313999772E-1,-3.838000000E-1
3.265740625E0,-6.350000203E-2,2.676999867E-1,-2.435999960E-1
3.275665625E0,-5.629999936E-2,2.236000001E-1,-4.099999741E-2
3.285593750E0,-4.429999739E-2,2.707999945E-1,2.803999782E-1
3.295518750E0,6.960000098E-2,2.675999999E-1,2.926999927E-1
3.305445313E0,1.234999970E-1,1.861999929E-1,1.156999990E-1
3.315371875E0,1.621999890E-1,1.825999916E-1,-5.899999756E-3
3.325296875E0,1.304000020E-1,1.579999924E-1,-3.610000014E-2
3.335225000E0,3.749999776E-2,2.041999996E-1,-2.559999935E-2
3.345151563E0,-9.569999576E-2,3.017999828E-1,1.453000009E-1
3.355078125E0,-2.044999897E-1,3.843999803E-1,2.026000023E-1
3.365003125E0,-2.836000025E-1,3.691000044E-1,8.729999512E-2
3.374929688E0,-1.909999996E-1,3.393999934E-1,-9.640000015E-2
3.384856250E0,-1.697999984E-1,3.436000049E-1,1.999999949E-4
3.394782813E0,-9.510000050E-2,4.423999786E-1,5.240000039E-2
