"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.190897000E0,-2.825379628E-2,1.330465034E-1,-8.631205673E-2
1.200900000E0,-2.946017965E-2,1.330395964E-1,-8.513220739E-2
1.210919000E0,-5.223613529E-3,1.402127322E-1,2.248701668E-3
1.220929000E0,2.814896667E-2,1.538150825E-1,5.507725398E-3
1.230952000E0,2.773464347E-2,1.538189746E-1,6.275846824E-3
1.240938000E0,4.602828576E-2,1.350747929E-1,2.342360558E-2
1.250948000E0,3.593791702E-2,1.179956607E-1,2.083225893E-2
1.260945000E0,2.577288207E-3,1.300097611E-1,-2.537924797E-2
1.270954000E0,-3.804164699E-2,1.139076986E-1,-4.558862996E-2
1.280964000E0,-3.773482577E-2,1.139224355E-1,-4.510127367E-2
1.290967000E0,-6.395523225E-2,1.326940534E-1,-2.478204853E-2
1.300977000E0,-5.676360011E-2,1.454332451E-1,5.766501693E-2
1.310987000E0,-5.714324429E-2,1.454448573E-1,5.882140889E-2
1.320991000E0,-2.914733306E-2,1.154997036E-1,8.577613201E-2
1.331027000E0,-5.512086142E-2,1.138763247E-1,1.222991863E-2
1.341037000E0,-5.994884343E-2,1.441453958E-1,-4.598822777E-2
1.351044000E0,-1.488834038E-2,1.058294139E-1,-8.090640636E-2
1.361026000E0,1.069713272E-2,1.078930059E-1,-4.101305124E-2
1.371036000E0,9.379211992E-3,1.078664011E-1,-4.095536937E-2
1.381066000E0,3.118191343E-3,7.207991556E-2,-1.784242225E-2
1.391048000E0,5.340957783E-2,8.221654812E-2,2.479800732E-2
1.401058000E0,5.237956338E-2,8.222501745E-2,2.643771505E-2
1.411058000E0,2.582303108E-2,5.767507140E-2,-1.514604727E-3
1.421094000E0,-8.872592440E-3,1.386817849E-1,-5.862295987E-2
1.431104000E0,-9.910457230E-3,1.386539376E-1,-5.900245330E-2
1.441112000E0,-1.529771400E-2,1.500133599E-1,-3.337631579E-2
1.451093000E0,-2.748763973E-2,1.106187221E-1,1.061952692E-2
1.461103000E0,-2.827057505E-2,1.105926745E-1,1.004695431E-2
1.471134000E0,9.811465696E-3,1.153199017E-1,7.320780692E-2
1.481116000E0,-3.350411172E-2,1.293420730E-1,6.751908735E-2
1.491126000E0,-3.437977337E-2,1.292989864E-1,6.605382993E-2
1.501127000E0,-5.303232735E-2,1.295561359E-1,7.196442392E-2
1.511153000E0,-4.116647670E-2,1.202634850E-1,1.549599057E-2
1.521163000E0,-4.330137736E-2,1.202474965E-1,1.697412900E-2
1.531150000E0,-3.550212814E-2,1.208722898E-1,-3.785044304E-2
1.541184000E0,-2.025059116E-2,9.873582769E-2,-2.012505647E-2
1.551194000E0,-2.235439195E-2,9.873345226E-2,-1.805646003E-2
1.561200000E0,1.928915588E-2,6.847839617E-2,-3.068429654E-2
