"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.263201563E0,7.710000128E-2,6.439999491E-2,-7.069999725E-2
2.273128125E0,4.710000008E-2,6.159999967E-2,4.360000044E-2
2.283053125E0,4.979999736E-2,2.799999900E-3,5.729999766E-2
2.292979688E0,7.299999706E-3,-3.489999846E-2,3.729999810E-2
2.302906250E0,-2.539999969E-2,-1.237999946E-1,-5.130000040E-2
2.312832813E0,-3.480000049E-2,-1.237000003E-1,-6.099999696E-2
2.322759375E0,-1.026999950E-1,-1.326999962E-1,3.879999742E-2
2.332684375E0,-5.279999971E-2,-1.801999956E-1,9.749999642E-2
2.342610938E0,2.609999850E-2,-1.490999907E-1,1.194999963E-1
2.352539063E0,7.119999826E-2,-1.484999955E-1,-5.939999968E-2
2.362464063E0,8.679999411E-2,-1.488000005E-1,-1.361999959E-1
2.372390625E0,4.519999772E-2,-1.332999915E-1,-2.766000032E-1
2.382317188E0,3.280000016E-2,-8.760000020E-2,-1.159999967E-1
2.392242188E0,3.049999848E-2,-1.484999955E-1,6.499999762E-2
2.402168750E0,-2.819999866E-2,-1.885000020E-1,3.559999913E-2
2.412095313E0,-6.899999827E-2,-1.889999956E-1,-1.529999916E-2
2.422023438E0,-1.399999950E-2,-1.494999975E-1,-1.096000001E-1
2.431950000E0,-1.131999940E-1,-1.881999969E-1,-4.169999808E-2
2.441875000E0,-8.679999411E-2,-1.779999882E-1,5.619999766E-2
2.451801563E0,-8.419999480E-2,-1.568999887E-1,1.268000007E-1
2.461728125E0,-9.999999747E-5,-9.589999914E-2,1.425999999E-1
2.471653125E0,8.769999444E-2,-6.350000203E-2,8.179999888E-2
2.481579688E0,1.550000012E-1,5.099999718E-3,-6.560000032E-2
2.491506250E0,1.579999924E-1,-5.480000004E-2,-8.399999887E-2
2.501432813E0,6.329999864E-2,-5.700000003E-2,-1.123999953E-1
2.511359375E0,2.190000005E-2,-7.840000093E-2,-3.170000017E-2
2.521285938E0,-2.730000019E-2,2.840000018E-2,4.749999940E-2
2.531210938E0,-3.319999948E-2,4.939999804E-2,1.439999938E-1
2.541137500E0,-1.750000007E-2,0.000000000E0,-6.319999695E-2
2.551064063E0,-1.769999973E-2,5.020000041E-2,1.219999976E-2
2.560990625E0,7.499999832E-3,8.119999617E-2,8.649999648E-2
2.570917188E0,-4.999999655E-4,1.532000005E-1,2.216999978E-1
2.580843750E0,2.269999869E-2,1.946999878E-1,2.099999934E-1
2.590768750E0,2.459999919E-2,1.387999952E-1,-2.290000021E-2
2.600695313E0,4.629999772E-2,1.867999882E-1,-2.234999985E-1
2.610621875E0,2.489999868E-2,1.446999907E-1,-2.275999933E-1
2.620548438E0,-2.789999917E-2,1.507999897E-1,-7.400000095E-2
2.630475000E0,-8.109999448E-2,1.783999950E-1,1.310999990E-1
2.640401563E0,-1.503999978E-1,1.695999950E-1,2.043000013E-1
2.650326563E0,-3.319999948E-2,1.722999960E-1,9.919999540E-2
2.660253125E0,3.299999982E-2,1.656000018E-1,2.009999938E-2
2.670179688E0,-6.599999964E-3,1.871999949E-1,-2.789999917E-2
2.680106250E0,6.799999624E-3,2.170999944E-1,2.359999903E-2
2.690032813E0,5.299999844E-3,1.682000011E-1,9.609999508E-2
2.699959375E0,9.629999846E-2,6.129999831E-2,8.519999683E-2
2.709884375E0,8.709999919E-2,-1.719999872E-2,-5.249999836E-2
2.719810938E0,-6.300000008E-3,-1.076999977E-1,-2.155999988E-1
2.729737500E0,-6.659999490E-2,-1.010999978E-1,-2.020999938E-1
2.739664063E0,-1.424999982E-1,-1.241999939E-1,-1.247999966E-1
2.749590625E0,-6.539999694E-2,-9.679999948E-2,2.510000020E-2
2.759517188E0,-9.499999695E-3,-1.952999979E-1,5.719999969E-2
2.769443750E0,8.859999478E-2,-1.656999886E-1,-6.000000052E-3
2.779368750E0,3.790000081E-2,-2.126999944E-1,1.061000004E-1
2.789295313E0,8.639999479E-2,-1.819999963E-1,4.800000042E-2
2.799221875E0,7.799999788E-3,-1.894000024E-1,1.384000033E-1
2.809148438E0,-7.840000093E-2,-1.686999947E-1,1.099999994E-3
2.819075000E0,-2.520000003E-2,-1.568999887E-1,-3.849999979E-2
2.829001563E0,-1.329999976E-2,-2.349999994E-1,-1.339999959E-2
2.838928125E0,6.129999831E-2,-1.855999976E-1,-2.929999866E-2
2.848854688E0,4.729999974E-2,-1.273999959E-1,4.010000080E-2
2.858779688E0,2.529999986E-2,-1.570999920E-1,-2.829999849E-2
2.868706250E0,-2.759999968E-2,-1.380999982E-1,-6.920000166E-2
2.878632813E0,-3.759999946E-2,-1.582999974E-1,-3.859999776E-2
2.888559375E0,3.109999932E-2,-2.383999974E-1,-1.094999984E-1
2.898485938E0,-4.089999944E-2,-2.122000009E-1,-1.642999947E-1
2.908412500E0,2.969999984E-2,-1.953999996E-1,-1.536999941E-1
2.918337500E0,-3.240000084E-2,-3.051999807E-1,-9.730000049E-2
2.928264063E0,3.000000026E-3,-2.777000070E-1,-4.589999840E-2
2.938190625E0,-2.399999881E-3,-2.395000011E-1,-3.709999844E-2
2.948117188E0,-1.429999992E-2,-1.999999881E-1,7.840000093E-2
2.958043750E0,-7.249999791E-2,-1.504999995E-1,-2.899999917E-2
2.967970313E0,-6.529999524E-2,-4.219999909E-2,5.799999926E-3
2.977895313E0,-4.039999843E-2,-1.129999943E-2,1.032999977E-1
2.987821875E0,3.399999812E-3,5.059999973E-2,2.088999897E-1
2.997748438E0,7.059999555E-2,1.213999987E-1,1.802999973E-1
3.007675000E0,1.239999942E-2,1.445999891E-1,1.345999986E-1
3.017601563E0,2.539999969E-2,1.771000028E-1,2.779999934E-2
3.027528125E0,4.839999974E-2,2.186999917E-1,5.089999735E-2
3.037454688E0,-4.219999909E-2,2.110999972E-1,1.261999905E-1
3.047379688E0,3.219999745E-2,1.635999978E-1,6.439999491E-2
3.057306250E0,-1.249999925E-2,9.479999542E-2,-3.249999881E-2
3.067232813E0,5.109999701E-2,-4.419999942E-2,-1.773999929E-1
3.077159375E0,8.529999852E-2,-2.799999900E-2,-1.970999986E-1
3.087085938E0,1.349999942E-2,-9.119999409E-2,-1.109999940E-1
3.097012500E0,2.190000005E-2,-8.399999887E-2,3.899999894E-3
3.106939063E0,2.399999881E-3,-6.639999896E-2,4.999999655E-4
3.116864063E0,-3.269999847E-2,-1.059999987E-1,-1.939999871E-2
3.126790625E0,-1.109999977E-2,1.329999976E-2,9.459999949E-2
3.136718750E0,-2.479999885E-2,-1.020999998E-1,1.040999964E-1
3.146643750E0,5.549999699E-2,-9.369999915E-2,-1.173999980E-1
3.156570313E0,2.429999970E-2,-1.735999882E-1,-1.576000005E-1
3.166496875E0,3.790000081E-2,-1.445000023E-1,-5.599999800E-2
3.176423438E0,-8.500000089E-2,-2.047999948E-1,-2.439999953E-2
3.186348438E0,-7.499999553E-2,-1.270999908E-1,1.128999963E-1
3.196275000E0,-4.699999839E-2,-1.744999886E-1,7.449999452E-2
3.206201563E0,5.299999937E-2,-1.922999918E-1,9.099999443E-3
3.216128125E0,-1.689999923E-2,-1.815999895E-1,-3.059999831E-2
3.226054688E0,6.199999712E-3,-1.321000010E-1,-3.199999779E-2
3.235981250E0,1.569999941E-2,-5.429999903E-2,-1.150000002E-2
3.245907813E0,2.109999955E-2,-8.389999717E-2,3.629999980E-2
3.255832813E0,-3.570000082E-2,-7.349999994E-2,2.190000005E-2
3.265759375E0,5.099999718E-3,-1.212999970E-1,6.549999863E-2
3.275685938E0,2.630000003E-2,-3.170000017E-2,5.859999731E-2
3.285612500E0,8.489999920E-2,8.899999782E-3,4.939999804E-2
3.295539063E0,6.920000166E-2,-1.089999974E-1,-6.459999830E-2
3.305464063E0,-1.709999889E-2,-8.020000160E-2,-8.630000055E-2
3.315390625E0,-1.599999960E-3,-3.269999847E-2,-7.149999589E-2
3.325317188E0,2.950000018E-2,4.459999874E-2,3.799999831E-3
3.335243750E0,1.179999951E-2,7.209999859E-2,-3.849999979E-2
3.345170313E0,1.359999925E-2,5.119999871E-2,-7.209999859E-2
3.355096875E0,1.799999969E-3,5.079999939E-2,-6.099999882E-3
3.365023438E0,1.939999871E-2,1.009999961E-1,1.169999987E-1
3.374948438E0,2.529999986E-2,6.260000169E-2,1.114000008E-1
3.384875000E0,-2.950000018E-2,1.325999945E-1,5.739999935E-2
3.394801563E0,-4.930000007E-2,1.146999970E-1,-2.199999988E-3
3.404728125E0,-5.539999902E-2,1.347000003E-1,-7.580000162E-2
3.414654688E0,-6.749999523E-2,1.527999938E-1,-6.780000031E-2
3.424581250E0,1.630000025E-2,2.313999981E-1,8.889999986E-2
3.434507813E0,5.939999968E-2,1.732999980E-1,1.052999943E-1
3.444432813E0,-7.299999706E-3,2.127999961E-1,3.199999779E-2
3.454359375E0,-8.039999753E-2,2.247999907E-1,8.489999920E-2
3.464285938E0,-1.045999974E-1,3.166999817E-1,1.098999977E-1
3.474212500E0,-3.659999743E-2,2.884999812E-1,4.629999772E-2
3.484139063E0,5.469999835E-2,3.382000029E-1,3.889999911E-2
3.494065625E0,9.399999678E-2,3.097999990E-1,-6.300000008E-3
3.503992188E0,4.349999875E-2,2.989999950E-1,-4.499999806E-2
3.513917188E0,7.019999623E-2,3.842999935E-1,-6.700000167E-2
3.523843750E0,-1.740000024E-2,3.631999791E-1,-1.579999924E-2
3.533770313E0,3.409999982E-2,3.136999905E-1,6.799999624E-2
3.543696875E0,-2.879999951E-2,3.625999987E-1,6.079999730E-2
3.553623438E0,-6.059999764E-2,4.711999893E-1,7.919999957E-2
3.563550000E0,-7.169999927E-2,4.630999863E-1,5.570000038E-2
3.573476563E0,-4.099999741E-2,4.869999886E-1,2.210000008E-1
3.583401563E0,1.449999958E-2,5.697000027E-1,2.255999893E-1
3.593328125E0,5.759999901E-2,5.622999668E-1,5.769999698E-2
3.603254688E0,9.999999404E-2,5.733000040E-1,-8.299999870E-3
3.613181250E0,1.539999992E-1,5.358999968E-1,5.899999756E-3
3.623107813E0,4.030000046E-2,6.520000100E-1,2.489999868E-2
3.633032813E0,2.049999870E-2,6.208999753E-1,8.519999683E-2
3.642959375E0,-4.749999940E-2,5.925999880E-1,1.119999960E-1
3.652885938E0,-1.153999940E-1,5.246999860E-1,3.339999914E-2
3.662812500E0,-1.223999932E-1,5.044000149E-1,-8.700000122E-3
3.672739063E0,-1.169999987E-1,4.556999803E-1,1.939999871E-2
3.682665625E0,-3.039999865E-2,4.068000019E-1,4.120000079E-2
3.692592188E0,-5.150000006E-2,4.457999766E-1,6.790000200E-2
3.702517188E0,2.479999885E-2,4.452999830E-1,7.299999706E-3
3.712443750E0,1.241999939E-1,4.642999768E-1,-9.099999443E-3
