"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,5.222092020E1,2.100989280E1,0.000000000E0,0.000000000E0,0.000000000E0,2.242200089E1,0.000000000E0
1.743589032E0,5.222092020E1,2.100989280E1,0.000000000E0,0.000000000E0,0.000000000E0,2.242200089E1,0.000000000E0
1.173957809E1,5.222092020E1,2.100989280E1,0.000000000E0,0.000000000E0,0.000000000E0,2.242200089E1,0.000000000E0
