"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.628610000E0,-5.060975647E-1,9.799372101E0,3.993695068E-1
1.638633000E0,-5.046006775E-1,9.787247314E0,4.496649170E-1
1.648688000E0,-5.144801331E-1,9.825268250E0,4.137396240E-1
1.658747000E0,-4.770579529E-1,9.869276733E0,4.604425049E-1
1.668818000E0,-4.757107544E-1,9.914632416E0,5.117857361E-1
1.678882000E0,-4.975653076E-1,9.965975647E0,5.980064392E-1
1.688906000E0,-4.498146057E-1,9.980345764E0,6.167175293E-1
1.698961000E0,-4.044589233E-1,9.941875763E0,5.867797852E-1
1.709048000E0,-3.638932800E-1,9.926158447E0,5.113366699E-1
1.719099000E0,-3.818559265E-1,9.879904633E0,5.020559692E-1
1.729158000E0,-4.281097412E-1,9.866582336E0,5.257067871E-1
1.739182000E0,-4.721182251E-1,9.875114594E0,5.123844910E-1
1.749236000E0,-5.334906006E-1,9.808952179E0,4.782554626E-1
1.759322000E0,-4.906796265E-1,9.812844086E0,4.839436340E-1
1.769371000E0,-4.222718811E-1,9.863887939E0,4.197271729E-1
1.779398000E0,-3.691323853E-1,9.899962921E0,4.333488464E-1
1.789481000E0,-3.766168213E-1,9.854307861E0,4.647834778E-1
1.799537000E0,-4.665797424E-1,9.784552917E0,5.263055420E-1
1.809562000E0,-4.993615723E-1,9.768386536E0,5.370831299E-1
1.819644000E0,-4.676275635E-1,9.793983307E0,5.022056580E-1
1.829673000E0,-3.980223083E-1,9.862989807E0,4.568499756E-1
1.839759000E0,-3.975732422E-1,9.885443115E0,4.343966675E-1
1.849782000E0,-4.671784973E-1,9.880353699E0,5.382806396E-1
1.859867000E0,-5.285508728E-1,9.884395294E0,5.981561279E-1
1.869918000E0,-4.917274475E-1,9.862540741E0,6.147715759E-1
1.879975000E0,-3.478765869E-1,9.842332764E0,5.827381897E-1
1.889999000E0,-2.733316040E-1,9.829459534E0,5.026547241E-1
1.900054000E0,-3.026705933E-1,9.828561401E0,4.790039062E-1
1.910138000E0,-4.144880676E-1,9.850715332E0,5.306465149E-1
1.920188000E0,-4.785548401E-1,9.911488953E0,5.758525085E-1
1.930246000E0,-5.038522339E-1,9.958191833E0,5.104385376E-1
