"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.462397000E0,-2.851618221E-3,1.198019180E-2,-8.920582011E-3
2.472387000E0,-1.126809791E-2,2.469309233E-2,-2.298497409E-2
2.482397000E0,-1.656483160E-3,2.367629670E-2,-2.285740897E-2
2.492397000E0,1.001237426E-2,1.629808359E-2,-1.412587985E-2
2.502426000E0,1.316995081E-2,-2.863445086E-3,-5.441054702E-3
2.512436000E0,9.848455898E-3,-8.174852468E-3,6.294963416E-3
2.522425000E0,9.777064435E-3,-1.134980470E-2,1.379031688E-2
2.532435000E0,6.569487043E-3,-9.138289839E-3,1.670840383E-2
2.542445000E0,3.383814357E-3,-1.696351799E-3,1.342579164E-2
2.552486000E0,-1.873336267E-3,3.581893165E-3,4.780825693E-3
2.562494000E0,-6.081214175E-3,6.738946307E-3,-1.703655696E-3
2.572504000E0,-8.205884136E-3,1.205594838E-2,-3.893838497E-3
2.582514000E0,-7.258859463E-3,1.209922787E-2,6.797287147E-3
2.592500000E0,-4.190722480E-3,1.322442386E-2,1.858098991E-2
2.602510000E0,7.473656908E-3,6.912999786E-3,2.730790153E-2
2.612543000E0,1.491701324E-2,1.631937688E-3,3.170128167E-2
2.622527000E0,1.493000612E-2,1.229257789E-2,2.844134159E-2
2.632537000E0,2.137325704E-2,1.657973044E-2,2.422875352E-2
2.642541000E0,2.254012227E-2,1.548870653E-2,1.570027322E-2
2.652565000E0,1.834669709E-2,1.330985315E-2,9.248075075E-3
2.662575000E0,1.410800871E-2,4.819425230E-4,9.257663041E-3
2.672571000E0,1.308208145E-2,-1.126573421E-2,8.237149566E-3
2.682582000E0,1.087873802E-2,-2.191824466E-2,1.681098714E-2
2.692592000E0,1.720081642E-2,-3.145529330E-2,2.655416168E-2
2.702602000E0,1.400204562E-2,-3.660309687E-2,3.378621489E-2
2.712611000E0,5.449015647E-3,-3.131171688E-2,3.364748880E-2
2.722621000E0,-3.120238194E-3,-2.494995855E-2,3.457506746E-2
2.732659000E0,-9.504280984E-3,-1.859142818E-2,3.125472739E-2
2.742641000E0,-1.476304326E-2,-1.651097834E-2,2.369754203E-2
2.752651000E0,-1.041117217E-2,-2.504427731E-2,1.845351048E-2
2.762688000E0,-5.113347434E-3,-2.606786788E-2,2.279717848E-2
2.772670000E0,-2.943915781E-3,-2.926514484E-2,2.070162445E-2
2.782680000E0,3.467377741E-3,-3.136584535E-2,2.079376951E-2
2.792701000E0,6.641774904E-3,-2.387468517E-2,2.185840718E-2
2.802699000E0,-5.127514247E-3,4.861530848E-3,1.729032584E-2
2.812709000E0,-9.326254018E-3,1.441349555E-2,8.642508648E-3
2.822715000E0,-8.196585812E-3,1.759820431E-2,2.231410239E-3
2.832748000E0,-6.034252699E-3,6.938156206E-3,2.313598292E-3
2.842758000E0,2.428474138E-3,4.874740262E-3,9.910265915E-3
2.852748000E0,8.870559745E-3,7.375102723E-4,1.622190140E-2
2.862763000E0,1.314454339E-2,-9.903712198E-3,1.846576482E-2
2.872773000E0,1.530974731E-2,-1.736594364E-2,1.745875552E-2
2.882804000E0,1.417353190E-2,-1.521810424E-2,2.276645415E-2
2.892787000E0,9.894018061E-3,-1.203886513E-2,2.269370109E-2
2.902797000E0,3.383299336E-4,-4.641667940E-3,1.612501405E-2
2.912834000E0,-8.157114498E-3,-2.566758776E-3,1.173539460E-2
2.922831000E0,-7.030864246E-3,-1.644129306E-2,9.681830183E-3
2.932841000E0,-3.870846936E-3,-2.707318403E-2,1.618643478E-2
2.942831000E0,-5.003590137E-3,-2.812304534E-2,2.258671448E-2
2.952867000E0,1.398870489E-3,-3.555152565E-2,2.483906411E-2
2.962877000E0,1.409522956E-3,-3.022333793E-2,2.267604508E-2
2.972862000E0,-1.757872873E-3,-1.958660595E-2,1.723321155E-2
2.982883000E0,-6.068465766E-3,5.994648673E-3,1.491466258E-2
2.992893000E0,-6.015071645E-3,1.877457649E-2,7.370021660E-3
3.002891000E0,-1.777510974E-3,2.840534970E-2,8.442453109E-3
3.012917000E0,1.432130230E-3,3.055265173E-2,7.404353470E-3
3.022927000E0,3.756736638E-3,2.009908855E-2,5.127954297E-3
3.032950000E0,5.895337090E-4,6.209907122E-3,5.156281404E-3
3.042946000E0,-2.590813674E-3,-7.675810717E-3,6.252971012E-3
3.052956000E0,1.720800996E-3,-1.939536259E-2,5.296698306E-3
3.062979000E0,5.958481226E-3,-2.469329908E-2,9.648232721E-3
3.072974000E0,1.651883824E-3,-1.510778442E-2,1.061416138E-2
3.082984000E0,-6.922328845E-3,-6.611472927E-3,1.152959466E-2
3.092977000E0,-6.944510154E-3,-2.338903025E-3,1.257457584E-2
3.103012000E0,-4.805660807E-3,-1.299138274E-2,1.479167119E-2
3.113022000E0,6.431665970E-4,-3.325750679E-2,9.619812481E-3
3.123037000E0,4.991674330E-3,-5.884964392E-2,8.735054173E-3
3.133027000E0,-2.760575444E-4,-7.276146859E-2,5.531804636E-3
3.143037000E0,-1.086364780E-2,-7.924231887E-2,-9.804206202E-4
3.153035000E0,-1.729237475E-2,-7.926821709E-2,1.074488508E-3
3.163069000E0,-9.857339785E-3,-6.855377555E-2,2.182903001E-3
3.173079000E0,-3.109725367E-4,-5.782097206E-2,5.456460640E-3
