"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.735171880E-1,9.513789415E-2,-6.672393531E-2,-7.152359188E-2
8.784796880E-1,9.513789415E-2,-6.672393531E-2,-7.152359188E-2
8.834421880E-1,9.592329711E-2,-1.466251165E-1,-9.189158678E-2
8.884062500E-1,9.592329711E-2,-1.466251165E-1,-9.189158678E-2
8.933687500E-1,1.078089848E-1,-2.270673364E-1,-1.144936010E-1
8.983328130E-1,1.078089848E-1,-2.270673364E-1,-1.144936010E-1
9.032953130E-1,1.315629184E-1,-3.311064243E-1,-1.383697093E-1
9.082593750E-1,1.315629184E-1,-3.311064243E-1,-1.383697093E-1
9.132218750E-1,1.555437446E-1,-3.964515328E-1,-1.441118419E-1
9.181843750E-1,1.555437446E-1,-3.964515328E-1,-1.441118419E-1
9.231484380E-1,1.470265388E-1,-4.297698736E-1,-1.394343525E-1
9.281109380E-1,1.470265388E-1,-4.297698736E-1,-1.394343525E-1
9.330750000E-1,1.204975322E-1,-4.947484732E-1,-1.331337094E-1
9.380375000E-1,1.204975322E-1,-4.947484732E-1,-1.331337094E-1
9.430015630E-1,1.017876044E-1,-5.357811451E-1,-1.220508739E-1
9.479640630E-1,1.017876044E-1,-5.357811451E-1,-1.220508739E-1
9.529281250E-1,9.236282110E-2,-5.698150992E-1,-1.198517606E-1
9.578921880E-1,9.236282110E-2,-5.698150992E-1,-1.198517606E-1
9.628531250E-1,8.171631396E-2,-4.957607687E-1,-9.173450619E-2
9.678171880E-1,8.171631396E-2,-4.957607687E-1,-9.173450619E-2
9.727796880E-1,6.620033830E-2,-4.343775511E-1,-4.740314186E-2
9.777437500E-1,6.620033830E-2,-4.343775511E-1,-4.740314186E-2
9.827062500E-1,4.754276946E-2,-3.336371481E-1,1.197295822E-2
9.876687500E-1,4.754276946E-2,-3.336371481E-1,1.197295822E-2
9.926328130E-1,2.988003753E-2,-2.659009099E-1,5.555383116E-2
9.975968750E-1,2.988003753E-2,-2.659009099E-1,5.555383116E-2
1.002559375E0,1.785471849E-2,-2.232625186E-1,7.599163800E-2
1.007521875E0,1.785471849E-2,-2.232625186E-1,7.599163800E-2
1.012484375E0,1.382300723E-2,-2.534567118E-1,6.766641140E-2
1.017448438E0,1.382300723E-2,-2.534567118E-1,6.766641140E-2
1.022410938E0,1.281071641E-2,-2.176250964E-1,6.262241304E-2
1.027375000E0,1.281071641E-2,-2.176250964E-1,6.262241304E-2
1.032337500E0,1.298524998E-2,-2.017077059E-1,5.496041849E-2
1.037301563E0,1.298524998E-2,-2.017077059E-1,5.496041849E-2
1.042265625E0,1.103048120E-2,-1.899790913E-1,5.071926862E-2
1.047226563E0,1.103048120E-2,-1.899790913E-1,5.071926862E-2
1.052190625E0,1.129228063E-2,-1.796467453E-1,4.979424179E-2
1.057153125E0,1.129228063E-2,-1.796467453E-1,4.979424179E-2
1.062118750E0,1.673770696E-2,-1.572018117E-1,5.190609023E-2
1.067081250E0,1.673770696E-2,-1.572018117E-1,5.190609023E-2
1.072043750E0,2.708750963E-2,-1.387536824E-1,5.064945295E-2
